execution_id,case_id,condition,source_round,sender,receiver,source_n,target_n,equivalent_n,equivalent_rate,weaken_n,weaken_rate,strengthen_n,strengthen_rate,related_n,related_rate,screened_equivalent_n,screened_equivalent_rate,screened_weaken_n,screened_weaken_rate,screened_strengthen_n,screened_strengthen_rate,screened_related_n,screened_related_rate
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,A,B,58,42,9,0.21428571428571427,12,0.2857142857142857,2,0.047619047619047616,19,0.4523809523809524,4,0.09523809523809523,7,0.16666666666666666,2,0.047619047619047616,11,0.2619047619047619
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,A,C,58,40,4,0.1,7,0.175,3,0.075,13,0.325,3,0.075,5,0.125,2,0.05,10,0.25
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,B,A,39,41,7,0.17073170731707318,7,0.17073170731707318,10,0.24390243902439024,19,0.4634146341463415,3,0.07317073170731707,4,0.0975609756097561,7,0.17073170731707318,12,0.2926829268292683
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,B,C,39,40,2,0.05,6,0.15,5,0.125,13,0.325,0,0.0,4,0.1,5,0.125,9,0.225
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,C,A,52,41,7,0.17073170731707318,2,0.04878048780487805,10,0.24390243902439024,16,0.3902439024390244,4,0.0975609756097561,1,0.024390243902439025,8,0.1951219512195122,12,0.2926829268292683
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,2,C,B,52,42,6,0.14285714285714285,9,0.21428571428571427,1,0.023809523809523808,14,0.3333333333333333,3,0.07142857142857142,5,0.11904761904761904,1,0.023809523809523808,8,0.19047619047619047
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,A,B,33,37,2,0.05405405405405406,1,0.02702702702702703,3,0.08108108108108109,4,0.10810810810810811,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,A,C,33,53,3,0.05660377358490566,2,0.03773584905660377,3,0.05660377358490566,8,0.1509433962264151,3,0.05660377358490566,2,0.03773584905660377,3,0.05660377358490566,8,0.1509433962264151
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,B,A,20,30,1,0.03333333333333333,0,0.0,1,0.03333333333333333,2,0.06666666666666667,1,0.03333333333333333,0,0.0,1,0.03333333333333333,2,0.06666666666666667
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,B,C,20,53,2,0.03773584905660377,1,0.018867924528301886,6,0.11320754716981132,9,0.16981132075471697,2,0.03773584905660377,1,0.018867924528301886,6,0.11320754716981132,9,0.16981132075471697
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,C,A,20,30,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,1,C,B,20,37,1,0.02702702702702703,0,0.0,2,0.05405405405405406,3,0.08108108108108109,1,0.02702702702702703,0,0.0,1,0.02702702702702703,2,0.05405405405405406
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,A,B,30,51,6,0.11764705882352941,6,0.11764705882352941,4,0.0784313725490196,16,0.3137254901960784,6,0.11764705882352941,5,0.09803921568627451,4,0.0784313725490196,15,0.29411764705882354
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,A,C,30,63,4,0.06349206349206349,7,0.1111111111111111,6,0.09523809523809523,16,0.25396825396825395,2,0.031746031746031744,4,0.06349206349206349,2,0.031746031746031744,8,0.12698412698412698
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,B,A,37,51,3,0.058823529411764705,4,0.0784313725490196,2,0.0392156862745098,9,0.17647058823529413,2,0.0392156862745098,4,0.0784313725490196,0,0.0,6,0.11764705882352941
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,B,C,37,63,3,0.047619047619047616,4,0.06349206349206349,1,0.015873015873015872,7,0.1111111111111111,3,0.047619047619047616,3,0.047619047619047616,1,0.015873015873015872,6,0.09523809523809523
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,C,A,53,51,10,0.19607843137254902,7,0.13725490196078433,14,0.27450980392156865,27,0.5294117647058824,7,0.13725490196078433,4,0.0784313725490196,7,0.13725490196078433,16,0.3137254901960784
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,2,C,B,53,51,8,0.1568627450980392,7,0.13725490196078433,12,0.23529411764705882,23,0.45098039215686275,7,0.13725490196078433,7,0.13725490196078433,10,0.19607843137254902,21,0.4117647058823529
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,A,B,26,25,4,0.16,4,0.16,1,0.04,8,0.32,1,0.04,0,0.0,0,0.0,1,0.04
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,A,C,26,32,3,0.09375,4,0.125,3,0.09375,9,0.28125,1,0.03125,1,0.03125,2,0.0625,4,0.125
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,B,A,27,26,4,0.15384615384615385,3,0.11538461538461539,4,0.15384615384615385,8,0.3076923076923077,0,0.0,0,0.0,2,0.07692307692307693,2,0.07692307692307693
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,B,C,27,32,3,0.09375,6,0.1875,4,0.125,12,0.375,1,0.03125,3,0.09375,4,0.125,7,0.21875
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,C,A,39,26,4,0.15384615384615385,5,0.19230769230769232,3,0.11538461538461539,10,0.38461538461538464,1,0.038461538461538464,0,0.0,1,0.038461538461538464,2,0.07692307692307693
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,1,C,B,39,25,2,0.08,4,0.16,4,0.16,8,0.32,0,0.0,1,0.04,1,0.04,2,0.08
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,A,B,26,40,3,0.075,2,0.05,7,0.175,12,0.3,1,0.025,1,0.025,2,0.05,4,0.1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,A,C,26,38,6,0.15789473684210525,4,0.10526315789473684,0,0.0,9,0.23684210526315788,2,0.05263157894736842,2,0.05263157894736842,0,0.0,4,0.10526315789473684
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,B,A,25,25,2,0.08,2,0.08,10,0.4,13,0.52,0,0.0,2,0.08,6,0.24,8,0.32
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,B,C,25,38,6,0.15789473684210525,7,0.18421052631578946,3,0.07894736842105263,13,0.34210526315789475,3,0.07894736842105263,1,0.02631578947368421,0,0.0,4,0.10526315789473684
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,C,A,32,25,5,0.2,2,0.08,4,0.16,11,0.44,1,0.04,2,0.08,2,0.08,5,0.2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,2,C,B,32,40,5,0.125,5,0.125,1,0.025,11,0.275,1,0.025,4,0.1,1,0.025,6,0.15
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,A,B,30,24,2,0.08333333333333333,1,0.041666666666666664,7,0.2916666666666667,9,0.375,1,0.041666666666666664,1,0.041666666666666664,5,0.20833333333333334,7,0.2916666666666667
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,A,C,30,28,3,0.10714285714285714,2,0.07142857142857142,6,0.21428571428571427,11,0.39285714285714285,1,0.03571428571428571,1,0.03571428571428571,5,0.17857142857142858,7,0.25
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,B,A,20,25,1,0.04,4,0.16,3,0.12,8,0.32,0,0.0,3,0.12,3,0.12,6,0.24
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,B,C,20,28,3,0.10714285714285714,3,0.10714285714285714,3,0.10714285714285714,9,0.32142857142857145,2,0.07142857142857142,3,0.10714285714285714,2,0.07142857142857142,7,0.25
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,C,A,34,25,6,0.24,3,0.12,6,0.24,12,0.48,3,0.12,2,0.08,5,0.2,8,0.32
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,1,C,B,34,24,2,0.08333333333333333,4,0.16666666666666666,7,0.2916666666666667,10,0.4166666666666667,1,0.041666666666666664,3,0.125,5,0.20833333333333334,7,0.2916666666666667
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,A,B,25,32,7,0.21875,6,0.1875,5,0.15625,15,0.46875,3,0.09375,5,0.15625,2,0.0625,9,0.28125
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,A,C,25,22,1,0.045454545454545456,1,0.045454545454545456,5,0.22727272727272727,6,0.2727272727272727,0,0.0,0,0.0,1,0.045454545454545456,1,0.045454545454545456
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,B,A,24,31,4,0.12903225806451613,2,0.06451612903225806,6,0.1935483870967742,10,0.3225806451612903,2,0.06451612903225806,2,0.06451612903225806,3,0.0967741935483871,6,0.1935483870967742
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,B,C,24,22,3,0.13636363636363635,1,0.045454545454545456,3,0.13636363636363635,6,0.2727272727272727,0,0.0,0,0.0,1,0.045454545454545456,1,0.045454545454545456
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,C,A,28,31,5,0.16129032258064516,7,0.22580645161290322,8,0.25806451612903225,16,0.5161290322580645,2,0.06451612903225806,6,0.1935483870967742,5,0.16129032258064516,11,0.3548387096774194
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,2,C,B,28,32,9,0.28125,3,0.09375,4,0.125,16,0.5,5,0.15625,2,0.0625,0,0.0,7,0.21875
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,A,B,25,14,1,0.07142857142857142,3,0.21428571428571427,0,0.0,3,0.21428571428571427,1,0.07142857142857142,3,0.21428571428571427,0,0.0,3,0.21428571428571427
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,A,C,25,23,2,0.08695652173913043,2,0.08695652173913043,3,0.13043478260869565,5,0.21739130434782608,2,0.08695652173913043,2,0.08695652173913043,3,0.13043478260869565,5,0.21739130434782608
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,B,A,22,34,3,0.08823529411764706,1,0.029411764705882353,2,0.058823529411764705,5,0.14705882352941177,3,0.08823529411764706,1,0.029411764705882353,2,0.058823529411764705,5,0.14705882352941177
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,B,C,22,23,2,0.08695652173913043,0,0.0,1,0.043478260869565216,3,0.13043478260869565,2,0.08695652173913043,0,0.0,1,0.043478260869565216,3,0.13043478260869565
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,C,A,20,34,0,0.0,1,0.029411764705882353,1,0.029411764705882353,1,0.029411764705882353,0,0.0,1,0.029411764705882353,1,0.029411764705882353,1,0.029411764705882353
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,1,C,B,20,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,A,B,34,34,5,0.14705882352941177,3,0.08823529411764706,3,0.08823529411764706,10,0.29411764705882354,1,0.029411764705882353,2,0.058823529411764705,1,0.029411764705882353,4,0.11764705882352941
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,A,C,34,27,3,0.1111111111111111,3,0.1111111111111111,5,0.18518518518518517,10,0.37037037037037035,0,0.0,2,0.07407407407407407,3,0.1111111111111111,5,0.18518518518518517
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,B,A,14,30,3,0.1,2,0.06666666666666667,1,0.03333333333333333,6,0.2,1,0.03333333333333333,1,0.03333333333333333,0,0.0,2,0.06666666666666667
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,B,C,14,27,5,0.18518518518518517,1,0.037037037037037035,3,0.1111111111111111,9,0.3333333333333333,2,0.07407407407407407,1,0.037037037037037035,1,0.037037037037037035,4,0.14814814814814814
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,C,A,23,30,3,0.1,5,0.16666666666666666,2,0.06666666666666667,9,0.3,1,0.03333333333333333,2,0.06666666666666667,1,0.03333333333333333,4,0.13333333333333333
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,2,C,B,23,34,3,0.08823529411764706,6,0.17647058823529413,1,0.029411764705882353,9,0.2647058823529412,1,0.029411764705882353,4,0.11764705882352941,1,0.029411764705882353,6,0.17647058823529413
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,A,B,23,37,1,0.02702702702702703,0,0.0,4,0.10810810810810811,4,0.10810810810810811,1,0.02702702702702703,0,0.0,4,0.10810810810810811,4,0.10810810810810811
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,A,C,23,30,2,0.06666666666666667,4,0.13333333333333333,5,0.16666666666666666,9,0.3,2,0.06666666666666667,4,0.13333333333333333,5,0.16666666666666666,9,0.3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,B,A,24,30,2,0.06666666666666667,4,0.13333333333333333,6,0.2,9,0.3,1,0.03333333333333333,3,0.1,3,0.1,6,0.2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,B,C,24,30,1,0.03333333333333333,2,0.06666666666666667,1,0.03333333333333333,4,0.13333333333333333,1,0.03333333333333333,2,0.06666666666666667,1,0.03333333333333333,4,0.13333333333333333
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,C,A,0,30,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,1,C,B,0,37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,A,B,30,31,3,0.0967741935483871,1,0.03225806451612903,3,0.0967741935483871,6,0.1935483870967742,2,0.06451612903225806,1,0.03225806451612903,3,0.0967741935483871,5,0.16129032258064516
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,A,C,30,22,1,0.045454545454545456,3,0.13636363636363635,2,0.09090909090909091,6,0.2727272727272727,1,0.045454545454545456,1,0.045454545454545456,1,0.045454545454545456,3,0.13636363636363635
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,B,A,37,41,1,0.024390243902439025,4,0.0975609756097561,1,0.024390243902439025,6,0.14634146341463414,1,0.024390243902439025,4,0.0975609756097561,0,0.0,5,0.12195121951219512
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,B,C,37,22,1,0.045454545454545456,2,0.09090909090909091,2,0.09090909090909091,5,0.22727272727272727,1,0.045454545454545456,1,0.045454545454545456,2,0.09090909090909091,4,0.18181818181818182
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,C,A,30,41,4,0.0975609756097561,6,0.14634146341463414,5,0.12195121951219512,13,0.3170731707317073,3,0.07317073170731707,5,0.12195121951219512,4,0.0975609756097561,10,0.24390243902439024
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,2,C,B,30,31,6,0.1935483870967742,8,0.25806451612903225,7,0.22580645161290322,17,0.5483870967741935,3,0.0967741935483871,6,0.1935483870967742,6,0.1935483870967742,13,0.41935483870967744
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,A,B,24,25,4,0.16,12,0.48,0,0.0,15,0.6,3,0.12,9,0.36,0,0.0,12,0.48
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,A,C,24,28,3,0.10714285714285714,5,0.17857142857142858,4,0.14285714285714285,10,0.35714285714285715,2,0.07142857142857142,5,0.17857142857142858,4,0.14285714285714285,9,0.32142857142857145
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,B,A,20,24,3,0.125,2,0.08333333333333333,6,0.25,6,0.25,1,0.041666666666666664,2,0.08333333333333333,3,0.125,3,0.125
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,B,C,20,28,5,0.17857142857142858,2,0.07142857142857142,4,0.14285714285714285,8,0.2857142857142857,3,0.10714285714285714,2,0.07142857142857142,3,0.10714285714285714,6,0.21428571428571427
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,C,A,7,24,3,0.125,1,0.041666666666666664,0,0.0,3,0.125,1,0.041666666666666664,0,0.0,0,0.0,1,0.041666666666666664
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,1,C,B,7,25,3,0.12,2,0.08,0,0.0,4,0.16,0,0.0,0,0.0,0,0.0,0,0.0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,A,B,24,19,6,0.3157894736842105,2,0.10526315789473684,5,0.2631578947368421,12,0.631578947368421,0,0.0,1,0.05263157894736842,2,0.10526315789473684,3,0.15789473684210525
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,A,C,24,18,5,0.2777777777777778,4,0.2222222222222222,6,0.3333333333333333,13,0.7222222222222222,1,0.05555555555555555,2,0.1111111111111111,2,0.1111111111111111,5,0.2777777777777778
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,B,A,25,30,3,0.1,4,0.13333333333333333,14,0.4666666666666667,18,0.6,0,0.0,0,0.0,8,0.26666666666666666,8,0.26666666666666666
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,B,C,25,18,9,0.5,0,0.0,9,0.5,15,0.8333333333333334,4,0.2222222222222222,0,0.0,4,0.2222222222222222,7,0.3888888888888889
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,C,A,28,30,4,0.13333333333333333,2,0.06666666666666667,11,0.36666666666666664,14,0.4666666666666667,2,0.06666666666666667,0,0.0,5,0.16666666666666666,7,0.23333333333333334
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,2,C,B,28,19,4,0.21052631578947367,3,0.15789473684210525,2,0.10526315789473684,8,0.42105263157894735,0,0.0,0,0.0,1,0.05263157894736842,1,0.05263157894736842
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,A,B,29,27,2,0.07407407407407407,5,0.18518518518518517,9,0.3333333333333333,13,0.48148148148148145,1,0.037037037037037035,4,0.14814814814814814,6,0.2222222222222222,10,0.37037037037037035
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,A,C,29,26,5,0.19230769230769232,5,0.19230769230769232,5,0.19230769230769232,13,0.5,3,0.11538461538461539,3,0.11538461538461539,5,0.19230769230769232,10,0.38461538461538464
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,B,A,28,35,2,0.05714285714285714,4,0.11428571428571428,12,0.34285714285714286,16,0.45714285714285713,1,0.02857142857142857,0,0.0,7,0.2,8,0.22857142857142856
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,B,C,28,26,5,0.19230769230769232,0,0.0,3,0.11538461538461539,8,0.3076923076923077,3,0.11538461538461539,0,0.0,2,0.07692307692307693,5,0.19230769230769232
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,C,A,17,35,1,0.02857142857142857,1,0.02857142857142857,3,0.08571428571428572,5,0.14285714285714285,0,0.0,0,0.0,1,0.02857142857142857,1,0.02857142857142857
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,1,C,B,17,27,2,0.07407407407407407,1,0.037037037037037035,3,0.1111111111111111,6,0.2222222222222222,0,0.0,1,0.037037037037037035,1,0.037037037037037035,2,0.07407407407407407
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,A,B,35,27,3,0.1111111111111111,14,0.5185185185185185,2,0.07407407407407407,18,0.6666666666666666,1,0.037037037037037035,7,0.25925925925925924,1,0.037037037037037035,9,0.3333333333333333
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,A,C,35,36,6,0.16666666666666666,12,0.3333333333333333,8,0.2222222222222222,22,0.6111111111111112,4,0.1111111111111111,10,0.2777777777777778,5,0.1388888888888889,16,0.4444444444444444
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,B,A,27,40,3,0.075,16,0.4,2,0.05,21,0.525,2,0.05,8,0.2,0,0.0,10,0.25
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,B,C,27,36,6,0.16666666666666666,9,0.25,7,0.19444444444444445,20,0.5555555555555556,4,0.1111111111111111,7,0.19444444444444445,2,0.05555555555555555,13,0.3611111111111111
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,C,A,26,40,6,0.15,13,0.325,6,0.15,22,0.55,1,0.025,7,0.175,0,0.0,8,0.2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,2,C,B,26,27,7,0.25925925925925924,9,0.3333333333333333,3,0.1111111111111111,14,0.5185185185185185,3,0.1111111111111111,3,0.1111111111111111,2,0.07407407407407407,6,0.2222222222222222
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,1,A,B,21,22,1,0.045454545454545456,0,0.0,7,0.3181818181818182,8,0.36363636363636365,1,0.045454545454545456,0,0.0,7,0.3181818181818182,8,0.36363636363636365
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,1,A,C,21,40,3,0.075,1,0.025,6,0.15,9,0.225,3,0.075,1,0.025,6,0.15,9,0.225
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,1,B,A,21,17,3,0.17647058823529413,4,0.23529411764705882,1,0.058823529411764705,4,0.23529411764705882,0,0.0,1,0.058823529411764705,0,0.0,1,0.058823529411764705
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,1,B,C,21,40,1,0.025,1,0.025,5,0.125,5,0.125,1,0.025,1,0.025,5,0.125,5,0.125
