execution_id,case_id,condition,round,pair,n_i,n_j,cluster_jaccard,equivalent_coverage,related_coverage
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,3,AC,26,46,0.02857142857142857,0.06020066889632107,0.2625418060200669
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,3,BC,36,46,0.012345679012345678,0.06340579710144928,0.18719806763285024
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,1,AB,35,32,0.03076923076923077,0.05982142857142857,0.4200892857142857
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,1,AC,35,33,0.030303030303030304,0.029437229437229435,0.38354978354978353
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,1,BC,32,33,0.031746031746031744,0.09232954545454546,0.38446969696969696
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,2,AB,37,34,0.028985507246376812,0.09936406995230525,0.26987281399046104
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,2,AC,37,36,0.07352941176470588,0.13701201201201202,0.47935435435435436
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,2,BC,34,36,0.04477611940298507,0.11437908496732026,0.3423202614379085
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,3,AB,37,35,0.07462686567164178,0.1667953667953668,0.4590733590733591
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,3,AC,37,41,0.08333333333333333,0.2827949901120633,0.57910349373764
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,3,BC,35,41,0.08571428571428572,0.1059233449477352,0.3972125435540069
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,1,AB,44,33,0.08450704225352113,0.20075757575757575,0.4393939393939394
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,1,AC,44,37,0.06578947368421052,0.049754299754299756,0.36609336609336607
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,1,BC,33,37,0.1111111111111111,0.20065520065520065,0.47215397215397215
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,2,AB,34,37,0.028985507246376812,0.02821939586645469,0.22575516693163752
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,2,AC,34,32,0.047619047619047616,0.2426470588235294,0.3180147058823529
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,2,BC,37,32,0.09523809523809523,0.19045608108108109,0.33403716216216217
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,3,AB,27,39,0.06451612903225806,0.06267806267806267,0.4515669515669516
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,3,AC,27,35,0.01639344262295082,0.09841269841269841,0.2952380952380952
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,3,BC,39,35,0.04225352112676056,0.13553113553113552,0.46227106227106224
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,1,AB,23,9,0.0,0.24154589371980675,0.3067632850241546
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,1,AC,23,0,0.0,,
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,1,BC,9,0,0.0,,
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,2,AB,17,48,0.04838709677419355,0.07965686274509803,0.4675245098039216
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,2,AC,17,36,0.019230769230769232,0.04330065359477124,0.4207516339869281
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,2,BC,48,36,0.037037037037037035,0.09722222222222221,0.3923611111111111
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,3,AB,36,45,0.038461538461538464,0.05,0.4361111111111111
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,3,AC,36,36,0.058823529411764705,0.1388888888888889,0.4444444444444444
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,3,BC,45,36,0.06578947368421052,0.15,0.3944444444444445
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,1,AB,36,17,0.019230769230769232,0.14215686274509803,0.27042483660130723
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,1,AC,36,27,0.016129032258064516,0.09722222222222221,0.16203703703703703
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,1,BC,17,27,0.0,0.04793028322440087,0.09586056644880174
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,2,AB,18,34,0.061224489795918366,0.08496732026143791,0.35457516339869277
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,2,AC,18,43,0.08928571428571429,0.20865633074935402,0.35012919896640826
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,2,BC,34,43,0.0547945205479452,0.13166894664842682,0.39192886456908343
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,3,AB,42,40,0.0379746835443038,0.04880952380952381,0.29345238095238096
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,3,AC,42,42,0.05,0.19047619047619047,0.4880952380952381
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,3,BC,40,42,0.06493506493506493,0.1464285714285714,0.38928571428571423
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,1,AB,31,39,0.09375,0.17369727047146402,0.3796526054590571
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,1,AC,31,39,0.09375,0.14474772539288666,0.3668320926385442
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,1,BC,39,39,0.0684931506849315,0.1794871794871795,0.38461538461538464
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,2,AB,38,60,0.08888888888888889,0.08596491228070174,0.39035087719298245
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,2,AC,38,30,0.07936507936507936,0.08947368421052632,0.32456140350877194
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,2,BC,60,30,0.058823529411764705,0.07500000000000001,0.33333333333333337
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,3,AB,30,36,0.24528301886792453,0.3666666666666667,0.5472222222222223
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,3,AC,30,39,0.09523809523809523,0.08846153846153847,0.3961538461538462
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,3,BC,36,39,0.11940298507462686,0.11965811965811965,0.4391025641025641
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,1,AB,43,29,0.058823529411764705,0.08660785886126704,0.31194867682437855
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,1,AC,43,46,0.03488372093023256,0.08998988877654196,0.34833164812942363
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,1,BC,29,46,0.10294117647058823,0.19677661169415295,0.24850074962518742
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,2,AB,31,31,0.16981132075471697,0.22580645161290322,0.4032258064516129
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,2,AC,31,41,0.125,0.16994492525570415,0.3965381589299764
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,2,BC,31,41,0.18032786885245902,0.16994492525570415,0.40873328088119587
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,3,AB,40,36,0.15151515151515152,0.18472222222222223,0.37083333333333335
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,3,AC,40,35,0.171875,0.29464285714285715,0.6142857142857143
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,3,BC,36,35,0.12698412698412698,0.29563492063492064,0.5488095238095239
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,1,AB,23,33,0.01818181818181818,0.32542819499341236,0.546772068511199
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,1,AC,23,7,0.034482758620689655,0.18633540372670807,0.531055900621118
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,1,BC,33,7,0.02564102564102564,0.18831168831168832,0.5346320346320346
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,2,AB,29,34,0.05,0.09584178498985801,0.3022312373225152
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,2,AC,29,35,0.0847457627118644,0.2064039408866995,0.3497536945812808
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,2,BC,34,35,0.045454545454545456,0.08697478991596638,0.30420168067226894
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,3,AB,26,29,0.12244897959183673,0.19960212201591512,0.5298408488063661
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,3,AC,26,28,0.17391304347826086,0.18543956043956045,0.4464285714285714
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,3,BC,29,28,0.11764705882352941,0.2105911330049261,0.5603448275862069
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,1,AB,40,38,0.0,0.07631578947368421,0.16776315789473684
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,1,AC,40,0,0.0,,
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,1,BC,38,0,0.0,,
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,2,AB,23,34,0.03636363636363636,0.07289002557544758,0.11636828644501279
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,2,AC,23,20,0.023809523809523808,0.04673913043478261,0.11521739130434783
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,2,BC,34,20,0.08,0.07941176470588235,0.27794117647058825
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,3,AB,34,48,0.07894736842105263,0.16115196078431374,0.44791666666666663
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,3,AC,34,33,0.11666666666666667,0.23930481283422458,0.4331550802139037
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,3,BC,48,33,0.0945945945945946,0.23011363636363635,0.5625
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,1,AB,44,36,0.05263157894736842,0.10101010101010101,0.4684343434343434
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,1,AC,44,28,0.07462686567164178,0.05844155844155844,0.5081168831168831
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,1,BC,36,28,0.06666666666666667,0.06349206349206349,0.26785714285714285
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,2,AB,33,24,0.07547169811320754,0.10795454545454546,0.3181818181818182
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,2,AC,33,34,0.046875,0.08957219251336898,0.2985739750445633
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,2,BC,24,34,0.07407407407407407,0.14215686274509803,0.3492647058823529
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,3,AB,29,32,0.08928571428571429,0.18157327586206895,0.3631465517241379
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,3,AC,29,44,0.10606060606060606,0.22884012539184953,0.44043887147335425
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,3,BC,32,44,0.10144927536231885,0.18892045454545453,0.5284090909090909
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,1,AB,28,30,0.05454545454545454,0.06904761904761905,0.3773809523809524
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,1,AC,28,32,0.05263157894736842,0.14955357142857142,0.28348214285714285
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,1,BC,30,32,0.06896551724137931,0.1125,0.403125
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,2,AB,36,49,0.0625,0.048185941043083894,0.2613378684807256
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,2,AC,36,34,0.04477611940298507,0.028594771241830064,0.19934640522875818
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,2,BC,49,34,0.0641025641025641,0.14945978391356543,0.4201680672268907
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,3,AB,38,36,0.08823529411764706,0.16228070175438597,0.45979532163742687
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,3,AC,38,23,0.05172413793103448,0.10469107551487414,0.3489702517162471
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,3,BC,36,23,0.05357142857142857,0.14251207729468598,0.24939613526570048
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,1,AB,26,27,0.019230769230769232,0.37535612535612534,0.45014245014245013
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,1,AC,26,19,0.0,0.04554655870445344,0.11740890688259109
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,1,BC,27,19,0.0,0.04483430799220273,0.46686159844054576
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,2,AB,30,37,0.046875,0.09054054054054055,0.2382882882882883
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,2,AC,30,34,0.04918032786885246,0.20490196078431372,0.5
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,2,BC,37,34,0.04411764705882353,0.14109697933227344,0.32273449920508746
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,3,AB,46,29,0.07142857142857142,0.21401799100449775,0.37631184407796103
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,3,AC,46,36,0.05128205128205128,0.17330917874396135,0.3405797101449275
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,3,BC,29,36,0.1206896551724138,0.3146551724137931,0.55316091954023
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,1,AB,26,21,0.0,0.04304029304029304,0.1291208791208791
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,1,AC,26,0,0.0,,
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,1,BC,21,0,0.0,,
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,2,AB,38,38,0.02702702702702703,0.02631578947368421,0.09210526315789473
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,2,AC,38,31,0.0,0.08786078098471986,0.11714770797962648
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,2,BC,38,31,0.06153846153846154,0.13030560271646857,0.42614601018675724
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,3,AB,34,32,0.015384615384615385,0.1213235294117647,0.2876838235294118
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,3,AC,34,35,0.045454545454545456,0.11596638655462185,0.5647058823529412
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,3,BC,32,35,0.015151515151515152,0.209375,0.44732142857142854
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,1,AB,36,33,0.06153846153846154,0.11616161616161616,0.3787878787878788
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,1,AC,36,17,0.08163265306122448,0.12990196078431374,0.41748366013071897
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,1,BC,33,17,0.06382978723404255,0.13368983957219252,0.35650623885918004
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,2,AB,47,40,0.04819277108433735,0.16196808510638297,0.35771276595744683
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,2,AC,47,44,0.05813953488372093,0.11000967117988394,0.452852998065764
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,2,BC,40,44,0.05,0.11931818181818182,0.32045454545454544
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,3,AB,45,39,0.12,0.2393162393162393,0.5726495726495726
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,3,AC,45,47,0.15,0.28274231678486994,0.5543735224586288
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,3,BC,39,47,0.04878048780487805,0.11729405346426622,0.5010911074740861
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,1,AB,25,28,0.019230769230769232,0.11357142857142857,0.3028571428571428
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,1,AC,25,31,0.05660377358490566,0.10838709677419354,0.4574193548387097
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,1,BC,28,31,0.03508771929824561,0.1359447004608295,0.3058755760368664
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,2,AB,41,39,0.05263157894736842,0.10006253908692933,0.46247654784240155
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,2,AC,41,30,0.028985507246376812,0.13211382113821138,0.44959349593495934
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,2,BC,39,30,0.078125,0.25256410256410255,0.46794871794871795
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,3,AB,45,34,0.039473684210526314,0.10326797385620914,0.4094771241830065
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,3,AC,45,13,0.03571428571428571,0.14871794871794872,0.3803418803418803
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,3,BC,34,13,0.06818181818181818,0.10633484162895929,0.3721719457013575
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,1,AB,10,29,0.0,0.0,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,1,AC,10,0,0.0,,
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,1,BC,29,0,0.0,,
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,2,AB,49,37,0.023809523809523808,0.023717595146166573,0.21704357418643133
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,2,AC,49,48,0.010416666666666666,0.031037414965986394,0.2789115646258503
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,2,BC,37,48,0.024096385542168676,0.04786036036036036,0.21537162162162163
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,3,AB,55,44,0.05319148936170213,0.11136363636363636,0.33636363636363636
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,3,AC,55,45,0.02040816326530612,0.0808080808080808,0.26969696969696966
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,3,BC,44,45,0.047058823529411764,0.0898989898989899,0.3371212121212121
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,1,AB,46,9,0.0,0.0,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,1,AC,46,6,0.0196078431372549,0.10507246376811594,0.38768115942028986
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,1,BC,9,6,0.0,0.0,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,2,AB,38,31,0.029850746268656716,0.12011884550084889,0.24023769100169778
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,2,AC,38,38,0.0410958904109589,0.05263157894736842,0.25
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,2,BC,31,38,0.06153846153846154,0.13327674023769098,0.24745331069609505
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,3,AB,35,34,0.045454545454545456,0.1449579831932773,0.3483193277310924
