execution_id,case_id,condition,EQUIVALENT,A_ENTAILS_B,B_ENTAILS_A,UNRELATED,oneway_share_related,oneway_peer_weaken,oneway_peer_strengthen,weaken_target_rate,strengthen_target_rate,threshold
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,168,181,229,1865,0.7093425605536332,69,134,0.19090909090909092,0.3090909090909091,5.28
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,137,170,208,1928,0.7339805825242719,65,132,0.18636363636363637,0.32272727272727275,7.92
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,108,151,173,2011,0.75,58,114,0.16363636363636364,0.2727272727272727,10.56
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,230,167,243,1432,0.640625,74,75,0.21818181818181817,0.19090909090909092,0.0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,195,152,223,1502,0.6578947368421053,67,73,0.20454545454545456,0.2,2.64
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,162,143,189,1578,0.6720647773279352,63,68,0.19090909090909092,0.19090909090909092,5.28
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,126,125,172,1649,0.7021276595744681,54,59,0.17727272727272728,0.18181818181818182,7.92
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,91,113,149,1719,0.7422096317280453,50,53,0.16363636363636364,0.15,10.56
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,154,174,178,1362,0.6956521739130435,55,74,0.19047619047619047,0.23333333333333334,0.0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,131,160,154,1423,0.7056179775280899,50,69,0.1619047619047619,0.20952380952380953,2.64
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,104,140,138,1486,0.7277486910994765,47,56,0.1619047619047619,0.1761904761904762,5.28
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,84,120,120,1544,0.7407407407407407,39,54,0.14761904761904762,0.1761904761904762,7.92
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,62,95,101,1610,0.7596899224806202,25,53,0.10476190476190476,0.18095238095238095,10.56
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,389,297,369,1634,0.6312796208530805,148,163,0.3258426966292135,0.36329588014981273,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,316,297,341,1735,0.6687631027253669,147,152,0.32209737827715357,0.3295880149812734,2.64
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,263,277,321,1828,0.6945412311265969,143,140,0.3146067415730337,0.31086142322097376,5.28
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,219,260,303,1907,0.7199488491048593,135,124,0.299625468164794,0.27715355805243447,7.92
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,172,244,274,1999,0.7507246376811594,120,115,0.27340823970037453,0.250936329588015,10.56
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,372,324,273,1302,0.6160990712074303,120,134,0.3755868544600939,0.36619718309859156,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,321,303,252,1395,0.6335616438356164,109,132,0.3568075117370892,0.352112676056338,2.64
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,265,304,233,1469,0.669576059850374,108,130,0.3568075117370892,0.37089201877934275,5.28
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,233,276,221,1541,0.6808219178082192,95,122,0.3192488262910798,0.3474178403755869,7.92
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,189,262,209,1611,0.7136363636363636,98,112,0.3145539906103286,0.3380281690140845,10.56
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,225,213,224,1793,0.6601208459214502,116,72,0.1986754966887417,0.16556291390728478,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,187,198,199,1871,0.6797945205479452,113,68,0.1986754966887417,0.15894039735099338,2.64
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,162,180,174,1939,0.686046511627907,102,58,0.19205298013245034,0.1390728476821192,5.28
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,135,169,155,1996,0.7058823529411765,89,51,0.15562913907284767,0.12582781456953643,7.92
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,101,150,123,2081,0.7299465240641712,82,35,0.1423841059602649,0.09271523178807947,10.56
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,245,136,245,1305,0.6086261980830671,69,87,0.21621621621621623,0.21621621621621623,0.0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,205,121,229,1376,0.6306306306306306,54,77,0.18468468468468469,0.1981981981981982,2.64
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,169,109,217,1436,0.6585858585858586,53,70,0.18018018018018017,0.18018018018018017,5.28
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,147,95,205,1484,0.6711409395973155,48,67,0.16216216216216217,0.1891891891891892,7.92
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,102,79,185,1565,0.7213114754098361,39,57,0.14414414414414414,0.16216216216216217,10.56
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,419,424,398,2175,0.6623690572119258,179,203,0.3355263157894737,0.34868421052631576,0.0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,346,403,367,2300,0.6899641577060932,165,195,0.3190789473684211,0.34539473684210525,2.64
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,293,378,341,2404,0.7104743083003953,152,182,0.28618421052631576,0.33223684210526316,5.28
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,251,347,314,2504,0.7247807017543859,140,174,0.27631578947368424,0.3157894736842105,7.92
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,205,297,295,2619,0.7427854454203262,117,161,0.2236842105263158,0.29605263157894735,10.56
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,511,350,544,2142,0.6362989323843417,151,247,0.2948328267477204,0.41641337386018235,0.0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,439,314,511,2283,0.6526898734177216,133,237,0.2674772036474164,0.40425531914893614,2.64
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,368,298,480,2401,0.6788830715532286,126,222,0.26443768996960487,0.3708206686930091,5.28
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,292,290,443,2522,0.7151219512195122,115,221,0.24924012158054712,0.3708206686930091,7.92
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,229,264,390,2664,0.7406568516421291,106,194,0.24012158054711247,0.3434650455927052,10.56
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,345,264,294,1523,0.6179401993355482,102,90,0.30158730158730157,0.24206349206349206,0.0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,310,221,269,1626,0.6125,89,71,0.28174603174603174,0.1984126984126984,2.64
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,274,188,247,1717,0.613540197461213,91,59,0.26587301587301587,0.16666666666666666,5.28
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,227,174,220,1805,0.6344605475040258,82,56,0.25793650793650796,0.15476190476190477,7.92
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,178,148,207,1893,0.6660412757973734,82,52,0.25396825396825395,0.15079365079365079,10.56
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,292,198,300,1578,0.6303797468354431,76,93,0.21031746031746032,0.21825396825396826,0.0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,250,178,277,1663,0.6453900709219859,67,84,0.1984126984126984,0.1984126984126984,2.64
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,200,171,266,1731,0.6860282574568289,60,88,0.18253968253968253,0.19444444444444445,5.28
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,172,153,248,1795,0.699825479930192,60,85,0.17857142857142858,0.19047619047619047,7.92
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,134,131,228,1875,0.7281947261663286,54,87,0.1626984126984127,0.20238095238095238,10.56
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,329,247,424,1847,0.671,92,180,0.24472573839662448,0.4472573839662447,0.0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,270,228,398,1951,0.6986607142857143,88,170,0.2320675105485232,0.4219409282700422,2.64
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,237,206,363,2041,0.705955334987593,81,162,0.24050632911392406,0.4008438818565401,5.28
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,212,179,334,2122,0.7075862068965517,80,146,0.22784810126582278,0.37130801687763715,7.92
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,171,161,301,2214,0.7298578199052133,63,139,0.18565400843881857,0.3628691983122363,10.56
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,303,298,377,1768,0.6901840490797546,115,145,0.336322869955157,0.4080717488789238,0.0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,265,285,349,1847,0.7052280311457174,110,134,0.33183856502242154,0.3721973094170404,2.64
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,226,269,315,1936,0.7209876543209877,107,130,0.30493273542600896,0.37668161434977576,5.28
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,190,248,289,2019,0.7386519944979367,100,122,0.2914798206278027,0.35874439461883406,7.92
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,160,223,256,2107,0.7496087636932708,94,106,0.26905829596412556,0.3183856502242152,10.56
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,200,228,298,1558,0.7245179063360881,86,116,0.22178988326848248,0.2529182879377432,0.0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,162,210,279,1633,0.7511520737327189,80,105,0.2140077821011673,0.2178988326848249,2.64
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,143,182,260,1699,0.7555555555555555,68,91,0.1867704280155642,0.20622568093385213,5.28
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,123,161,224,1776,0.7578740157480315,58,81,0.1517509727626459,0.1867704280155642,7.92
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,79,147,207,1851,0.8175519630484989,55,74,0.1556420233463035,0.17898832684824903,10.56
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,186,231,269,1647,0.7288629737609329,100,76,0.20437956204379562,0.18248175182481752,0.0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,157,219,252,1705,0.75,94,73,0.19708029197080293,0.17518248175182483,2.64
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,126,209,230,1768,0.7769911504424779,95,64,0.19343065693430658,0.14233576642335766,5.28
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,102,200,213,1818,0.8019417475728156,99,63,0.19708029197080293,0.12773722627737227,7.92
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,87,173,178,1895,0.8013698630136986,85,54,0.17883211678832117,0.12043795620437957,10.56
